1,15,06_17_11_31_27_298
2,0,06_17_11_31_27_298
3,85,06_17_11_31_27_298
4,79,06_17_11_31_27_298
5,89,06_17_11_31_27_298
6,154,06_17_11_31_27_298
7,232,06_17_11_31_27_298
8,74,06_17_11_31_27_298
9,153,06_17_11_31_27_298
10,92,06_17_11_31_27_298
11,69,06_17_11_31_27_298
12,41,06_17_11_31_27_298
13,49,06_17_11_31_27_298
14,92,06_17_11_31_27_298
15,188,06_17_11_31_27_298
16,198,06_17_11_31_27_298
17,104,06_17_11_31_27_298
18,70,06_17_11_31_27_298
19,112,06_17_11_31_27_298
20,203,06_17_11_31_27_298
21,123,06_17_11_31_27_298
22,154,06_17_11_31_27_298
23,114,06_17_11_31_27_298
24,211,06_17_11_31_27_298
25,128,06_17_11_31_27_298
26,71,06_17_11_31_27_298
27,44,06_17_11_31_27_298
28,103,06_17_11_31_27_298
29,58,06_17_11_31_27_298
30,24,06_17_11_31_27_298
31,115,06_17_11_31_27_298
32,109,06_17_11_31_27_298
33,210,06_17_11_31_27_298
34,125,06_17_11_31_27_298
35,49,06_17_11_31_27_298
36,78,06_17_11_31_27_298
37,39,06_17_11_31_27_298
38,35,06_17_11_31_27_298
39,137,06_17_11_31_27_298
40,61,06_17_11_31_27_298
41,89,06_17_11_31_27_298
42,199,06_17_11_31_27_298
43,73,06_17_11_31_27_298
44,90,06_17_11_31_27_298
45,88,06_17_11_31_27_298
46,125,06_17_11_31_27_298
47,39,06_17_11_31_27_298
48,53,06_17_11_31_27_298
49,76,06_17_11_31_27_298
50,71,06_17_11_31_27_298
51,83,06_17_11_31_27_298
52,38,06_17_11_31_27_298
53,114,06_17_11_31_27_298
54,197,06_17_11_31_27_298
55,129,06_17_11_31_27_298
56,161,06_17_11_31_27_298
57,75,06_17_11_31_27_298
58,34,06_17_11_31_27_298
59,112,06_17_11_31_27_298
60,112,06_17_11_31_27_298
61,108,06_17_11_31_27_298
62,25,06_17_11_31_27_298
63,138,06_17_11_31_27_298
64,165,06_17_11_31_27_298
65,227,06_17_11_31_27_298
66,45,06_17_11_31_27_298
67,133,06_17_11_31_27_298
68,136,06_17_11_31_27_298
69,112,06_17_11_31_27_298
70,83,06_17_11_31_27_298
71,71,06_17_11_31_27_298
72,94,06_17_11_31_27_298
73,153,06_17_11_31_27_298
74,227,06_17_11_31_27_298
75,193,06_17_11_31_27_298
76,92,06_17_11_31_27_298
77,182,06_17_11_31_27_298
78,213,06_17_11_31_27_298
79,113,06_17_11_31_27_298
80,18,06_17_11_31_27_298
81,63,06_17_11_31_27_298
82,4,06_17_11_31_27_298
83,85,06_17_11_31_27_298
84,35,06_17_11_31_27_298
85,153,06_17_11_31_27_298
86,166,06_17_11_31_27_298
87,148,06_17_11_31_27_298
88,223,06_17_11_31_27_298
89,68,06_17_11_31_27_298
90,84,06_17_11_31_27_298
91,108,06_17_11_31_27_298
92,150,06_17_11_31_27_298
93,38,06_17_11_31_27_298
94,75,06_17_11_31_27_298
95,133,06_17_11_31_27_298
96,130,06_17_11_31_27_298
97,201,06_17_11_31_27_298
98,113,06_17_11_31_27_298
99,61,06_17_11_31_27_298
100,205,06_17_11_31_27_298
101,117,06_17_11_31_27_298
102,95,06_17_11_31_27_298
103,18,06_17_11_31_27_298
104,43,06_17_11_31_27_298
105,166,06_17_11_31_27_298
106,185,06_17_11_31_27_298
107,42,06_17_11_31_27_298
108,119,06_17_11_31_27_298
109,99,06_17_11_31_27_298
110,101,06_17_11_31_27_298
111,83,06_17_11_31_27_298
112,60,06_17_11_31_27_298
113,104,06_17_11_31_27_298
114,157,06_17_11_31_27_298
115,122,06_17_11_31_27_298
116,166,06_17_11_31_27_298
117,125,06_17_11_31_27_298
118,79,06_17_11_31_27_298
119,212,06_17_11_31_27_298
120,144,06_17_11_31_27_298
121,11,06_17_11_31_27_298
122,118,06_17_11_31_27_298
123,35,06_17_11_31_27_298
124,95,06_17_11_31_27_298
125,22,06_17_11_31_27_298
126,113,06_17_11_31_27_298
127,136,06_17_11_31_27_298
128,76,06_17_11_31_27_298
129,97,06_17_11_31_27_298
130,136,06_17_11_31_27_298
131,137,06_17_11_31_27_298
132,131,06_17_11_31_27_298
133,101,06_17_11_31_27_298
134,112,06_17_11_31_27_298
135,28,06_17_11_31_27_298
136,113,06_17_11_31_27_298
137,62,06_17_11_31_27_298
138,46,06_17_11_31_27_298
139,66,06_17_11_31_27_298
140,73,06_17_11_31_27_298
141,105,06_17_11_31_27_298
142,92,06_17_11_31_27_298
143,176,06_17_11_31_27_298
144,136,06_17_11_31_27_298
145,109,06_17_11_31_27_298
146,162,06_17_11_31_27_298
147,89,06_17_11_31_27_298
148,97,06_17_11_31_27_298
149,24,06_17_11_31_27_298
150,189,06_17_11_31_27_298
151,132,06_17_11_31_27_298
152,88,06_17_11_31_27_298
153,119,06_17_11_31_27_298
154,47,06_17_11_31_27_298
155,139,06_17_11_31_27_298
156,94,06_17_11_31_27_298
157,95,06_17_11_31_27_298
158,36,06_17_11_31_27_298
159,115,06_17_11_31_27_298
160,87,06_17_11_31_27_298
161,58,06_17_11_31_27_298
162,140,06_17_11_31_27_298
163,94,06_17_11_31_27_298
164,171,06_17_11_31_27_298
165,202,06_17_11_31_27_298
166,107,06_17_11_31_27_298
167,81,06_17_11_31_27_298
168,68,06_17_11_31_27_298
169,124,06_17_11_31_27_298
170,89,06_17_11_31_27_298
171,115,06_17_11_31_27_298
172,7,06_17_11_31_27_298
173,135,06_17_11_31_27_298
174,268,06_17_11_31_27_298
175,81,06_17_11_31_27_298
176,102,06_17_11_31_27_298
177,64,06_17_11_31_27_298
178,84,06_17_11_31_27_298
179,142,06_17_11_31_27_298
180,61,06_17_11_31_27_298
181,0,06_17_11_31_27_298
182,48,06_17_11_31_27_298
183,105,06_17_11_31_27_298
184,143,06_17_11_31_27_298
185,33,06_17_11_31_27_298
186,179,06_17_11_31_27_298
187,68,06_17_11_31_27_298
188,92,06_17_11_31_27_298
189,21,06_17_11_31_27_298
190,142,06_17_11_31_27_298
191,194,06_17_11_31_27_298
192,177,06_17_11_31_27_298
193,0,06_17_11_31_27_298
194,129,06_17_11_31_27_298
195,109,06_17_11_31_27_298
196,182,06_17_11_31_27_298
197,58,06_17_11_31_27_298
198,52,06_17_11_31_27_298
199,54,06_17_11_31_27_298
200,69,06_17_11_31_27_298
201,76,06_17_11_31_27_298
202,103,06_17_11_31_27_298
203,222,06_17_11_31_27_298
204,92,06_17_11_31_27_298
205,236,06_17_11_31_27_298
206,137,06_17_11_31_27_298
207,85,06_17_11_31_27_298
208,96,06_17_11_31_27_298
209,223,06_17_11_31_27_298
210,71,06_17_11_31_27_298
211,41,06_17_11_31_27_298
212,64,06_17_11_31_27_298
213,5,06_17_11_31_27_298
214,53,06_17_11_31_27_298
215,102,06_17_11_31_27_298
216,96,06_17_11_31_27_298
217,78,06_17_11_31_27_298
218,102,06_17_11_31_27_298
219,92,06_17_11_31_27_298
220,55,06_17_11_31_27_298
221,144,06_17_11_31_27_298
222,123,06_17_11_31_27_298
223,166,06_17_11_31_27_298
224,72,06_17_11_31_27_298
225,56,06_17_11_31_27_298
226,14,06_17_11_31_27_298
227,116,06_17_11_31_27_298
228,73,06_17_11_31_27_298
229,149,06_17_11_31_27_298
230,148,06_17_11_31_27_298
231,78,06_17_11_31_27_298
232,102,06_17_11_31_27_298
233,195,06_17_11_31_27_298
234,83,06_17_11_31_27_298
235,76,06_17_11_31_27_298
236,105,06_17_11_31_27_298
237,128,06_17_11_31_27_298
238,157,06_17_11_31_27_298
239,108,06_17_11_31_27_298
240,146,06_17_11_31_27_298
241,177,06_17_11_31_27_298
242,75,06_17_11_31_27_298
243,180,06_17_11_31_27_298
244,21,06_17_11_31_27_298
245,103,06_17_11_31_27_298
246,135,06_17_11_31_27_298
247,102,06_17_11_31_27_298
248,12,06_17_11_31_27_298
249,43,06_17_11_31_27_298
250,234,06_17_11_31_27_298
251,148,06_17_11_31_27_298
252,130,06_17_11_31_27_298
253,109,06_17_11_31_27_298
254,85,06_17_11_31_27_298
255,64,06_17_11_31_27_298
256,134,06_17_11_31_27_298
257,47,06_17_11_31_27_298
258,64,06_17_11_31_27_298
259,119,06_17_11_31_27_298
260,138,06_17_11_31_27_298
261,166,06_17_11_31_27_298
262,84,06_17_11_31_27_298
263,200,06_17_11_31_27_298
264,126,06_17_11_31_27_298
265,151,06_17_11_31_27_298
266,72,06_17_11_31_27_298
267,11,06_17_11_31_27_298
268,36,06_17_11_31_27_298
269,119,06_17_11_31_27_298
270,134,06_17_11_31_27_298
271,92,06_17_11_31_27_298
272,52,06_17_11_31_27_298
273,93,06_17_11_31_27_298
274,221,06_17_11_31_27_298
275,94,06_17_11_31_27_298
276,48,06_17_11_31_27_298
277,22,06_17_11_31_27_298
278,114,06_17_11_31_27_298
279,132,06_17_11_31_27_298
280,91,06_17_11_31_27_298
281,178,06_17_11_31_27_298
282,49,06_17_11_31_27_298
283,147,06_17_11_31_27_298
284,115,06_17_11_31_27_298
285,52,06_17_11_31_27_298
286,191,06_17_11_31_27_298
287,93,06_17_11_31_27_298
288,72,06_17_11_31_27_298
289,85,06_17_11_31_27_298
290,83,06_17_11_31_27_298
291,95,06_17_11_31_27_298
292,95,06_17_11_31_27_298
293,135,06_17_11_31_27_298
294,190,06_17_11_31_27_298
295,172,06_17_11_31_27_298
296,152,06_17_11_31_27_298
297,119,06_17_11_31_27_298
298,67,06_17_11_31_27_298
299,85,06_17_11_31_27_298
300,53,06_17_11_31_27_298
301,48,06_17_11_31_27_298
302,175,06_17_11_31_27_298
303,68,06_17_11_31_27_298
304,107,06_17_11_31_27_298
305,145,06_17_11_31_27_298
306,206,06_17_11_31_27_298
307,128,06_17_11_31_27_298
308,142,06_17_11_31_27_298
309,170,06_17_11_31_27_298
310,62,06_17_11_31_27_298
311,122,06_17_11_31_27_298
312,48,06_17_11_31_27_298
313,63,06_17_11_31_27_298
314,25,06_17_11_31_27_298
315,177,06_17_11_31_27_298
316,85,06_17_11_31_27_298
317,95,06_17_11_31_27_298
318,176,06_17_11_31_27_298
319,179,06_17_11_31_27_298
320,152,06_17_11_31_27_298
321,119,06_17_11_31_27_298
322,110,06_17_11_31_27_298
323,163,06_17_11_31_27_298
324,82,06_17_11_31_27_298
325,76,06_17_11_31_27_298
326,102,06_17_11_31_27_298
327,111,06_17_11_31_27_298
328,49,06_17_11_31_27_298
329,177,06_17_11_31_27_298
330,146,06_17_11_31_27_298
331,91,06_17_11_31_27_298
332,140,06_17_11_31_27_298
333,130,06_17_11_31_27_298
334,45,06_17_11_31_27_298
335,116,06_17_11_31_27_298
336,93,06_17_11_31_27_298
337,99,06_17_11_31_27_298
338,189,06_17_11_31_27_298
339,113,06_17_11_31_27_298
340,27,06_17_11_31_27_298
341,49,06_17_11_31_27_298
342,31,06_17_11_31_27_298
343,116,06_17_11_31_27_298
344,69,06_17_11_31_27_298
345,88,06_17_11_31_27_298
346,145,06_17_11_31_27_298
347,145,06_17_11_31_27_298
348,102,06_17_11_31_27_298
349,84,06_17_11_31_27_298
350,165,06_17_11_31_27_298
351,165,06_17_11_31_27_298
352,151,06_17_11_31_27_298
353,38,06_17_11_31_27_298
354,33,06_17_11_31_27_298
355,119,06_17_11_31_27_298
356,118,06_17_11_31_27_298
357,112,06_17_11_31_27_298
358,110,06_17_11_31_27_298
359,80,06_17_11_31_27_298
360,102,06_17_11_31_27_298
361,162,06_17_11_31_27_298
362,146,06_17_11_31_27_298
363,143,06_17_11_31_27_298
364,136,06_17_11_31_27_298
365,60,06_17_11_31_27_298
366,161,06_17_11_31_27_298
367,119,06_17_11_31_27_298
368,159,06_17_11_31_27_298
369,105,06_17_11_31_27_298
370,106,06_17_11_31_27_298
371,180,06_17_11_31_27_298
372,141,06_17_11_31_27_298
373,136,06_17_11_31_27_298
374,133,06_17_11_31_27_298
375,48,06_17_11_31_27_298
376,135,06_17_11_31_27_298
377,133,06_17_11_31_27_298
378,92,06_17_11_31_27_298
379,35,06_17_11_31_27_298
380,85,06_17_11_31_27_298
381,0,06_17_11_31_27_298
382,38,06_17_11_31_27_298
383,150,06_17_11_31_27_298
384,151,06_17_11_31_27_298
385,153,06_17_11_31_27_298
386,182,06_17_11_31_27_298
387,162,06_17_11_31_27_298
388,58,06_17_11_31_27_298
389,25,06_17_11_31_27_298
390,57,06_17_11_31_27_298
391,72,06_17_11_31_27_298
392,75,06_17_11_31_27_298
393,118,06_17_11_31_27_298
394,156,06_17_11_31_27_298
395,102,06_17_11_31_27_298
396,53,06_17_11_31_27_298
397,67,06_17_11_31_27_298
398,92,06_17_11_31_27_298
399,125,06_17_11_31_27_298
400,20,06_17_11_31_27_298
401,72,06_17_11_31_27_298
402,157,06_17_11_31_27_298
403,52,06_17_11_31_27_298
404,148,06_17_11_31_27_298
405,29,06_17_11_31_27_298
406,126,06_17_11_31_27_298
407,92,06_17_11_31_27_298
408,57,06_17_11_31_27_298
409,96,06_17_11_31_27_298
410,162,06_17_11_31_27_298
411,91,06_17_11_31_27_298
412,138,06_17_11_31_27_298
413,144,06_17_11_31_27_298
414,181,06_17_11_31_27_298
415,160,06_17_11_31_27_298
416,94,06_17_11_31_27_298
417,105,06_17_11_31_27_298
418,25,06_17_11_31_27_298
419,26,06_17_11_31_27_298
420,15,06_17_11_31_27_298
421,101,06_17_11_31_27_298
422,104,06_17_11_31_27_298
423,142,06_17_11_31_27_298
424,190,06_17_11_31_27_298
425,120,06_17_11_31_27_298
426,161,06_17_11_31_27_298
427,63,06_17_11_31_27_298
428,62,06_17_11_31_27_298
429,52,06_17_11_31_27_298
430,34,06_17_11_31_27_298
431,92,06_17_11_31_27_298
432,82,06_17_11_31_27_298
433,227,06_17_11_31_27_298
434,136,06_17_11_31_27_298
435,102,06_17_11_31_27_298
436,98,06_17_11_31_27_298
437,203,06_17_11_31_27_298
438,135,06_17_11_31_27_298
439,141,06_17_11_31_27_298
440,165,06_17_11_31_27_298
441,137,06_17_11_31_27_298
442,144,06_17_11_31_27_298
443,100,06_17_11_31_27_298
444,130,06_17_11_31_27_298
445,131,06_17_11_31_27_298
446,124,06_17_11_31_27_298
447,122,06_17_11_31_27_298
448,69,06_17_11_31_27_298
449,158,06_17_11_31_27_298
450,180,06_17_11_31_27_298
451,119,06_17_11_31_27_298
452,162,06_17_11_31_27_298
453,205,06_17_11_31_27_298
454,167,06_17_11_31_27_298
455,151,06_17_11_31_27_298
456,26,06_17_11_31_27_298
457,91,06_17_11_31_27_298
458,22,06_17_11_31_27_298
459,72,06_17_11_31_27_298
460,201,06_17_11_31_27_298
461,50,06_17_11_31_27_298
462,193,06_17_11_31_27_298
463,187,06_17_11_31_27_298
464,128,06_17_11_31_27_298
465,85,06_17_11_31_27_298
466,14,06_17_11_31_27_298
467,159,06_17_11_31_27_298
468,143,06_17_11_31_27_298
469,118,06_17_11_31_27_298
470,93,06_17_11_31_27_298
471,2,06_17_11_31_27_298
472,27,06_17_11_31_27_298
473,37,06_17_11_31_27_298
474,94,06_17_11_31_27_298
475,247,06_17_11_31_27_298
476,139,06_17_11_31_27_298
477,230,06_17_11_31_27_298
478,135,06_17_11_31_27_298
479,216,06_17_11_31_27_298
480,64,06_17_11_31_27_298
481,86,06_17_11_31_27_298
482,89,06_17_11_31_27_298
483,79,06_17_11_31_27_298
484,303,06_17_11_31_27_298
485,89,06_17_11_31_27_298
486,192,06_17_11_31_27_298
487,180,06_17_11_31_27_298
488,147,06_17_11_31_27_298
489,209,06_17_11_31_27_298
490,85,06_17_11_31_27_298
491,67,06_17_11_31_27_298
492,57,06_17_11_31_27_298
493,94,06_17_11_31_27_298
